Date,SKU,Units_Sold,Revenue,Price,Promotion,Product_Name,Category,Subcategory,Launch_Date,Cost_Price,Selling_Price,Gross_Margin_Per_Unit,year,month,quarter,week,day_of_week,is_weekend,season,holiday,is_holiday,promotion_event,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Inventory_Value
2024-01-11,SKU001,11,40304.55,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,2,Thursday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-12,SKU001,14,51296.7,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,2,Friday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-13,SKU001,10,36640.5,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,2,Saturday,1,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-14,SKU001,17,62288.85,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,2,Sunday,1,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-15,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,3,Monday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-16,SKU001,18,65952.9,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,3,Tuesday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-17,SKU001,21,76945.05,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,3,Wednesday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-18,SKU001,17,62288.85,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,3,Thursday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-19,SKU001,10,36640.5,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,3,Friday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-20,SKU001,19,69616.95,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,3,Saturday,1,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-21,SKU001,17,62288.85,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,3,Sunday,1,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-22,SKU001,13,47632.65,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,4,Monday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-23,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,4,Tuesday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-24,SKU001,14,51296.7,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,4,Wednesday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-25,SKU001,8,29312.4,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,4,Thursday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-26,SKU001,9,32976.45,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,4,Friday,0,Winter,Republic Day,1,None,16,23,11,7,18,58420.96
2024-01-27,SKU001,18,65952.9,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,4,Saturday,1,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-28,SKU001,12,43968.6,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,4,Sunday,1,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-29,SKU001,14,51296.7,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,5,Monday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-30,SKU001,23,84273.15,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,5,Tuesday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-01-31,SKU001,7,25648.35,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,1,Q1,5,Wednesday,0,Winter,None,0,None,16,23,11,7,18,58420.96
2024-02-01,SKU001,12,43968.6,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,5,Thursday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-02,SKU001,21,76945.05,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,5,Friday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-03,SKU001,24,87937.2,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,5,Saturday,1,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-04,SKU001,18,65952.9,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,5,Sunday,1,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-05,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,6,Monday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-06,SKU001,18,65952.9,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,6,Tuesday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-07,SKU001,16,58624.8,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,6,Wednesday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-08,SKU001,19,69616.95,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,6,Thursday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-09,SKU001,10,36640.5,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,6,Friday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-10,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,6,Saturday,1,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-11,SKU001,19,69616.95,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,6,Sunday,1,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-12,SKU001,14,51296.7,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,7,Monday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-13,SKU001,9,32976.45,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,7,Tuesday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-14,SKU001,22,80609.1,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,7,Wednesday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-15,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,7,Thursday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-16,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,7,Friday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-17,SKU001,13,47632.65,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,7,Saturday,1,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-18,SKU001,16,58624.8,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,7,Sunday,1,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-19,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,8,Monday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-20,SKU001,17,62288.85,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,8,Tuesday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-21,SKU001,16,58624.8,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,8,Wednesday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-22,SKU001,18,65952.9,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,8,Thursday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-23,SKU001,14,51296.7,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,8,Friday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-24,SKU001,17,62288.85,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,8,Saturday,1,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-25,SKU001,23,84273.15,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,8,Sunday,1,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-26,SKU001,8,29312.4,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,9,Monday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-27,SKU001,13,47632.65,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,9,Tuesday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-28,SKU001,13,47632.65,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,9,Wednesday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-02-29,SKU001,10,36640.5,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,2,Q1,9,Thursday,0,Winter,None,0,None,918,496,3,246,346,3351902.58
2024-03-01,SKU001,12,43968.6,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,9,Friday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-02,SKU001,24,87937.2,3664.05,1,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,9,Saturday,1,Spring,None,0,Seasonal Promotion,502,312,8,270,553,1832957.62
2024-03-03,SKU001,23,84273.15,3664.05,1,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,9,Sunday,1,Spring,None,0,Seasonal Promotion,502,312,8,270,553,1832957.62
2024-03-04,SKU001,12,43968.6,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,10,Monday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-05,SKU001,19,69616.95,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,10,Tuesday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-06,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,10,Wednesday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-07,SKU001,9,32976.45,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,10,Thursday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-08,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,10,Friday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-09,SKU001,28,102593.4,3664.05,1,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,10,Saturday,1,Spring,None,0,Seasonal Promotion,502,312,8,270,553,1832957.62
2024-03-10,SKU001,21,76945.05,3664.05,1,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,10,Sunday,1,Spring,None,0,Seasonal Promotion,502,312,8,270,553,1832957.62
2024-03-11,SKU001,11,40304.55,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,11,Monday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-12,SKU001,12,43968.6,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,11,Tuesday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-13,SKU001,24,87937.2,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,11,Wednesday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-14,SKU001,17,62288.85,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,11,Thursday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-15,SKU001,12,43968.6,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,11,Friday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-16,SKU001,31,113585.55,3664.05,1,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,11,Saturday,1,Spring,None,0,Seasonal Promotion,502,312,8,270,553,1832957.62
2024-03-17,SKU001,15,54960.75,3664.05,1,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,11,Sunday,1,Spring,None,0,Seasonal Promotion,502,312,8,270,553,1832957.62
2024-03-18,SKU001,22,80609.1,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,12,Monday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-19,SKU001,11,40304.55,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,12,Tuesday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-20,SKU001,11,40304.55,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,12,Wednesday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-21,SKU001,18,65952.9,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,12,Thursday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-22,SKU001,13,47632.65,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,12,Friday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-23,SKU001,25,91601.25,3664.05,1,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,12,Saturday,1,Spring,None,0,Seasonal Promotion,502,312,8,270,553,1832957.62
2024-03-24,SKU001,30,109921.5,3664.05,1,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,12,Sunday,1,Spring,None,0,Seasonal Promotion,502,312,8,270,553,1832957.62
2024-03-25,SKU001,7,25648.35,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,13,Monday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-26,SKU001,12,43968.6,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,13,Tuesday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-27,SKU001,21,76945.05,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,13,Wednesday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-28,SKU001,11,40304.55,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,13,Thursday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-29,SKU001,13,47632.65,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,13,Friday,0,Spring,None,0,None,502,312,8,270,553,1832957.62
2024-03-30,SKU001,19,69616.95,3664.05,1,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,13,Saturday,1,Spring,None,0,Seasonal Promotion,502,312,8,270,553,1832957.62
2024-03-31,SKU001,19,69616.95,3664.05,1,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,3,Q1,13,Sunday,1,Spring,None,0,Seasonal Promotion,502,312,8,270,553,1832957.62
2024-04-01,SKU001,13,47632.65,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,14,Monday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-02,SKU001,16,58624.8,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,14,Tuesday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-03,SKU001,24,87937.2,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,14,Wednesday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-04,SKU001,22,80609.1,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,14,Thursday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-05,SKU001,11,40304.55,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,14,Friday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-06,SKU001,20,73281.0,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,14,Saturday,1,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-07,SKU001,16,58624.8,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,14,Sunday,1,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-08,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,15,Monday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-09,SKU001,17,62288.85,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,15,Tuesday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-10,SKU001,17,62288.85,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,15,Wednesday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-11,SKU001,20,73281.0,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,15,Thursday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-12,SKU001,14,51296.7,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,15,Friday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-13,SKU001,18,65952.9,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,15,Saturday,1,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-14,SKU001,14,51296.7,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,15,Sunday,1,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-15,SKU001,11,40304.55,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,16,Monday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-16,SKU001,12,43968.6,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,16,Tuesday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-17,SKU001,17,62288.85,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,16,Wednesday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-18,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,16,Thursday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-19,SKU001,25,91601.25,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,16,Friday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-20,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,16,Saturday,1,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-21,SKU001,8,29312.4,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,16,Sunday,1,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-22,SKU001,11,40304.55,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,17,Monday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-23,SKU001,17,62288.85,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,17,Tuesday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-24,SKU001,28,102593.4,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,17,Wednesday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-25,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,17,Thursday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-26,SKU001,19,69616.95,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,17,Friday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-27,SKU001,12,43968.6,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,17,Saturday,1,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-28,SKU001,10,36640.5,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,17,Sunday,1,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-29,SKU001,16,58624.8,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,18,Monday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-04-30,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,4,Q2,18,Tuesday,0,Spring,None,0,None,617,58,8,316,654,2252858.27
2024-05-01,SKU001,16,58624.8,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,5,Q2,18,Wednesday,0,Summer,None,0,None,1195,588,5,318,518,4363315.45
2024-05-02,SKU001,14,51296.7,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,5,Q2,18,Thursday,0,Summer,None,0,None,1195,588,5,318,518,4363315.45
2024-05-03,SKU001,14,51296.7,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,5,Q2,18,Friday,0,Summer,None,0,None,1195,588,5,318,518,4363315.45
2024-05-04,SKU001,21,76945.05,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,5,Q2,18,Saturday,1,Summer,None,0,None,1195,588,5,318,518,4363315.45
2024-05-05,SKU001,14,51296.7,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,5,Q2,18,Sunday,1,Summer,None,0,None,1195,588,5,318,518,4363315.45
2024-05-06,SKU001,15,54960.75,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,5,Q2,19,Monday,0,Summer,None,0,None,1195,588,5,318,518,4363315.45
2024-05-07,SKU001,14,51296.7,3664.05,0,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,2024,5,Q2,19,Tuesday,0,Summer,None,0,None,1195,588,5,318,518,4363315.45
